"order_id";"customer_id";"order_status";"purchase_time";"approved_time";"carrier_time";"delivered_time";"estimated_delivery"
"1790eea0b567cf50911c057cf20f90f9";"52142aa69d8d0e1247ab0cada0f76023";"delivered";"2018-04-16 21:15:39";"2018-04-16 22:10:26";"2018-04-18 13:05:09";"2018-05-05 12:28:34";"2018-05-15 00:00:00"
"989225ba6d0ebd5873335f7e01de2ae7";"816f8653d5361cbf94e58c33f2502a5c";"delivered";"2017-12-12 13:56:04";"2017-12-14 13:54:13";"2017-12-16 00:18:57";"2018-01-03 18:03:36";"2018-01-08 00:00:00"
"d887b52c6516beb39e8cd44a5f8b60f7";"d9ef95f98d8da3b492bb8c0447910498";"delivered";"2018-02-03 12:38:58";"2018-02-03 12:50:30";"2018-02-05 21:26:53";"2018-02-22 00:07:55";"2018-03-07 00:00:00"
"b276e4f8c0fb86bd82fce576f21713e0";"cf8ffeddf027932e51e4eae73b384059";"delivered";"2018-07-29 23:34:51";"2018-07-29 23:45:15";"2018-07-30 14:43:00";"2018-07-31 22:48:50";"2018-08-06 00:00:00"
"8563039e855156e48fccee4d611a3196";"5f16605299d698660e0606f7eae2d2f9";"delivered";"2018-02-17 15:59:46";"2018-02-17 16:15:34";"2018-02-20 23:03:56";"2018-03-20 00:59:25";"2018-03-20 00:00:00"
"60550084e6b4c0cb89a87df1f3e5ebd9";"f5458ddc3545711efa883dd7ae7c4497";"delivered";"2018-02-21 18:15:12";"2018-02-23 02:10:52";"2018-02-27 18:52:09";"2018-03-13 23:58:43";"2018-03-29 00:00:00"
"5acce57f8d9dfd55fa48e212a641a69d";"295ae9b35379e077273387ff64354b6f";"delivered";"2017-07-31 21:37:10";"2017-08-02 02:56:02";"2017-08-03 18:32:48";"2017-08-08 21:24:41";"2017-08-22 00:00:00"
"434d158e96bdd6972ad6e6d73ddcfd22";"2a1dfb647f32f4390e7b857c67458536";"delivered";"2018-06-01 12:23:13";"2018-06-05 03:35:15";"2018-06-08 11:49:00";"2018-06-18 21:32:52";"2018-07-17 00:00:00"
"7206b86ea789983f7a273ea7fa0bc2a8";"3391c4bc11a817e7973e498b0b023158";"delivered";"2018-03-26 17:12:18";"2018-03-26 17:28:27";"2018-03-28 17:22:53";"2018-04-05 22:11:18";"2018-04-12 00:00:00"
"1e7aff52cdbb2451ace09d0f848c3699";"ddaff536587109b89777e0353215e150";"delivered";"2017-05-19 18:53:40";"2017-05-19 19:05:17";"2017-05-22 10:16:07";"2017-05-31 13:58:46";"2017-06-12 00:00:00"
"6ea2f835b4556291ffdc53fa0b3b95e8";"c7340080e394356141681bd4c9b8fe31";"delivered";"2017-11-24 21:27:48";"2017-11-25 00:21:09";"2017-12-13 21:14:05";"2017-12-28 18:59:23";"2017-12-21 00:00:00"
"948097deef559c742e7ce321e5e58919";"8644be24d48806bc3a88fd59fb47ceb1";"delivered";"2017-08-04 17:10:39";"2017-08-04 17:25:11";"2017-08-07 17:52:01";"2017-08-12 14:08:40";"2017-09-01 00:00:00"
"d22e9fa5731b9e30e8b27afcdc2f8563";"756fb9391752dad934e0fe3733378e57";"delivered";"2018-08-04 23:25:30";"2018-08-04 23:35:13";"2018-08-06 15:03:00";"2018-08-13 23:34:42";"2018-09-13 00:00:00"
"ee64d42b8cf066f35eac1cf57de1aa85";"caded193e8e47b8362864762a83db3c5";"shipped";"2018-06-04 16:44:48";"2018-06-05 04:31:18";"2018-06-05 14:32:00";"";"2018-06-28 00:00:00"
"6ebaec694d7025e2ad4a05dba887c032";"4f28355e5c17a4a42d3ce2439a1d4501";"delivered";"2017-05-18 13:55:47";"2017-05-18 14:05:17";"2017-05-19 12:01:38";"2017-05-29 12:47:20";"2017-06-09 00:00:00"
"d17dc4a904426827ca80f2ccb3a6be56";"569cf68214806a39acc0f39344aea67f";"delivered";"2017-05-14 20:28:25";"2017-05-14 20:42:45";"2017-05-16 08:17:46";"2017-05-25 09:14:31";"2017-06-12 00:00:00"
"25f4376934e13d3508486352e11a5db0";"12fd2740039676063a874b9567dfa651";"delivered";"2018-05-17 16:59:11";"2018-05-18 01:17:39";"2018-05-18 13:02:00";"2018-05-21 15:22:11";"2018-05-25 00:00:00"
"5820a1100976432c7968a52da59e9364";"2b56e94c2f66f2d97cfa63356f69cee8";"delivered";"2018-07-29 11:24:17";"2018-07-29 11:44:19";"2018-07-30 13:47:00";"2018-08-02 22:09:11";"2018-08-13 00:00:00"
"2ce1ad82022c1ba30c2079502ac725aa";"7f2178c5d771e17f507d3c1637339298";"delivered";"2017-08-09 20:19:05";"2017-08-11 04:15:29";"2017-08-11 17:52:32";"2017-08-16 17:16:44";"2017-08-31 00:00:00"
"138849fd84dff2fb4ca70a0a34c4aa1c";"9b18f3fc296990b97854e351334a32f6";"delivered";"2018-02-01 14:02:19";"2018-02-03 02:53:07";"2018-02-06 19:13:26";"2018-02-14 13:41:59";"2018-02-23 00:00:00"
"47aa4816b27ba60ec948cd019cc1afc1";"148348ff65384b4249b762579532e248";"delivered";"2018-06-26 13:42:52";"2018-06-27 08:35:32";"2018-06-27 13:20:00";"2018-07-03 18:37:46";"2018-07-20 00:00:00"
"9faeb9b2746b9d7526aef5acb08e2aa0";"79183cd650e2bb0d475b0067d45946ac";"delivered";"2018-07-26 14:39:59";"2018-07-26 14:55:10";"2018-07-27 12:04:00";"2018-07-31 22:26:55";"2018-08-16 00:00:00"
"641fb0752bf5b5940c376b3a8bb9dc52";"f5afca14dfa9dc64251cf2b45c54c363";"delivered";"2017-12-15 00:06:10";"2017-12-15 00:14:55";"2017-12-19 01:58:00";"2018-01-03 15:09:32";"2018-01-16 00:00:00"
"e425680f760cbc130be3e53a9773c584";"f178c1827f67a8467b0385b7378d951a";"delivered";"2017-08-31 08:15:24";"2017-08-31 08:30:17";"2017-08-31 20:06:14";"2017-09-04 20:59:55";"2017-09-20 00:00:00"
"40c5e18f7d112b59b3e5113a59a905b3";"67407057a7d5ee17d1cd09523f484d13";"delivered";"2018-06-11 10:25:52";"2018-06-11 10:58:32";"2018-06-14 13:03:00";"2018-06-19 00:31:13";"2018-07-16 00:00:00"
"734e7d1bbaeb2ff82521ca0fe6fb6f79";"2932d241d1f31e6df6c701d52370ae02";"delivered";"2018-06-11 08:18:19";"2018-06-11 08:31:50";"2018-06-11 14:54:00";"2018-06-14 21:32:21";"2018-07-05 00:00:00"
"66e4624ae69e7dc89bd50222b59f581f";"684fa6da5134b9e4dab731e00011712d";"delivered";"2018-03-09 14:50:15";"2018-03-09 15:40:39";"2018-03-15 00:31:19";"2018-04-03 13:28:46";"2018-04-02 00:00:00"
"a685d016c8a26f71a0bb67821070e398";"911e4c37f5cafe1604fe6767034bf1ae";"delivered";"2017-03-13 18:14:36";"2017-03-13 18:14:36";"2017-03-22 14:03:09";"2017-04-06 13:37:16";"2017-03-30 00:00:00"
"2edfd6d1f0b4cd0db4bf37b1b224d855";"241e78de29b3090cfa1b5d73a8130c72";"delivered";"2017-06-13 21:11:26";"2017-06-15 03:05:45";"2017-06-16 14:55:37";"2017-06-19 18:51:28";"2017-07-06 00:00:00"
"68873cf91053cd11e6b49a766db5af1a";"4632eb5a8f175f6fe020520ae0c678f3";"delivered";"2017-11-30 22:02:15";"2017-12-02 02:51:18";"2017-12-04 22:07:01";"2017-12-05 20:28:40";"2017-12-18 00:00:00"
"f346ad4ee8f630e5e4ddaf862a34e6dd";"dd5095632e3953fc0947b8ab5176b0be";"delivered";"2018-08-05 13:09:48";"2018-08-05 13:24:34";"2018-08-06 13:41:00";"2018-08-10 18:35:40";"2018-08-15 00:00:00"
"8f06cc6465925031568537b815f1198d";"9916715c2ab6ee1710c9c32f0a534ad2";"delivered";"2017-11-15 11:31:41";"2017-11-15 11:46:42";"2017-11-16 22:03:00";"2017-11-22 22:41:07";"2017-12-05 00:00:00"
"ccbabeb0b02433bd0fcbac46e70339f2";"c77ee2d8ba1614a4d489a44166894938";"delivered";"2018-02-19 20:31:09";"2018-02-21 06:15:25";"2018-02-22 21:04:23";"2018-03-09 22:22:25";"2018-03-13 00:00:00"
"688052146432ef8253587b930b01a06d";"81e08b08e5ed4472008030d70327c71f";"delivered";"2018-04-22 08:48:13";"2018-04-24 18:25:22";"2018-04-23 19:19:14";"2018-04-24 19:31:58";"2018-05-15 00:00:00"
"f271576bed568e896f99eb710cd3a6f8";"5dda11942d4f77bee3a46d71e442aec4";"delivered";"2018-01-07 21:44:54";"2018-01-07 21:51:28";"2018-01-10 21:56:09";"2018-01-17 20:26:31";"2018-02-14 00:00:00"
"686541986ecfb7d9296eb67719973bf0";"74805bc388861fa350ed2fade8444e0b";"delivered";"2018-02-10 13:26:59";"2018-02-10 13:35:31";"2018-02-14 20:47:38";"2018-02-20 22:13:08";"2018-03-12 00:00:00"
"68e48e68da1f50f7c5838ea75e3a20dd";"4afc1dcca5fe8926fc97d60a4497f8ab";"delivered";"2018-06-18 16:02:23";"2018-06-18 17:00:57";"2018-06-19 15:55:00";"2018-06-22 21:18:51";"2018-07-13 00:00:00"
"b52cc4919de82b4d696a4380d10804a3";"be8c14c16a4d47194ccdfe10f1fc5b1a";"delivered";"2018-06-13 13:47:39";"2018-06-15 02:37:29";"2018-06-15 14:22:00";"2018-06-18 22:32:44";"2018-06-26 00:00:00"
"fdf128b3630c21adc9ca4fb8a51b68ec";"a9d37ddc8ba4d9f6dbac7d8ec378cc95";"delivered";"2018-07-15 08:33:19";"2018-07-16 14:31:10";"2018-07-17 15:33:00";"2018-07-24 16:41:18";"2018-08-02 00:00:00"
"a6aeb116d2cb5013eb8a94585b71ffef";"bb2f5e670f7155dc622c57e4b31d0a69";"delivered";"2017-09-13 14:27:11";"2017-09-13 14:44:39";"2017-09-15 18:42:29";"2017-09-16 15:40:08";"2017-09-25 00:00:00"
"fa516182d28f96f5f5c651026b0749ee";"55e6b290205c84ddd23ddf5eb134efd4";"delivered";"2018-04-13 08:44:17";"2018-04-13 13:30:02";"2018-04-13 22:19:21";"2018-04-19 20:41:45";"2018-05-08 00:00:00"
"6abaad69b8b349c3a529b4b91ce18e46";"f5618502bee8eafdee72fb6955e2ebdf";"delivered";"2018-02-15 10:33:30";"2018-02-15 10:47:59";"2018-02-20 14:15:09";"2018-02-24 19:15:56";"2018-03-07 00:00:00"
"974c1993ab8024d3ed16229183c2308d";"a90391a47de936d56c66a5366cba1462";"delivered";"2017-02-20 11:45:39";"2017-02-22 03:10:20";"2017-02-23 06:47:35";"2017-03-09 14:27:58";"2017-03-21 00:00:00"
"82bce245b1c9148f8d19a55b9ff70644";"388025bec8128ff20ec1a316ed4dcf02";"delivered";"2017-04-20 17:15:46";"2017-04-21 05:15:56";"2017-04-24 09:34:13";"2017-05-10 09:17:55";"2017-05-12 00:00:00"
"a910f58086d58b3ae6f37aa712d377b9";"afb19a4b667cb708caab312757ec3d3f";"delivered";"2017-09-15 09:19:48";"2017-09-15 09:35:18";"2017-09-18 18:20:00";"2017-09-25 20:14:48";"2017-10-11 00:00:00"
"bd4bd0194d6d29f83b8557d4b89b572a";"636e15840ab051faa13d3f781b6e4233";"delivered";"2018-07-28 16:52:55";"2018-07-31 03:50:24";"2018-08-01 16:01:00";"2018-08-06 18:44:46";"2018-08-08 00:00:00"
"634e8f4c0f6744a626f77f39770ac6aa";"05e996469a2bf9559c7122b87e156724";"delivered";"2017-08-09 18:32:47";"2017-08-09 18:45:18";"2017-08-10 20:21:53";"2017-08-16 18:17:54";"2017-08-31 00:00:00"
"6d25592267349b322799e2beb687871e";"5bb39c890c91b1d26801aa19a9336eac";"delivered";"2018-08-26 22:04:34";"2018-08-28 04:10:18";"2018-08-28 12:56:00";"2018-08-29 12:40:53";"2018-08-30 00:00:00"
"b8801cccd8068de30112e4f49903d74a";"f26a435864aebedff7f7c84f82ee229f";"delivered";"2017-07-30 03:06:35";"2017-07-30 03:25:08";"2017-07-31 16:42:54";"2017-08-01 14:27:31";"2017-08-16 00:00:00"
"2711a938db643b3f0b62ee2c8a2784aa";"29cb486c739f9774c8eb542e07b56cd2";"delivered";"2017-12-22 00:17:37";"2017-12-23 02:15:31";"2017-12-27 19:54:46";"2018-01-09 19:52:32";"2018-01-19 00:00:00"
"3bc77ce8be27211bac313c2daa402d1a";"bf141bf67fbe428d558bcf0e018eab60";"delivered";"2017-04-06 22:39:29";"2017-04-06 22:50:24";"2017-04-07 14:54:18";"2017-04-11 12:31:36";"2017-04-27 00:00:00"
"10c320f977c6a18f91b2d14be13128c6";"b673f0597cb0c4d12778f731045f361a";"delivered";"2017-05-09 20:48:59";"2017-05-09 21:02:45";"2017-05-10 11:22:15";"2017-05-18 13:22:35";"2017-06-01 00:00:00"
"0a4a2fccb27bd83a892fa503987a595b";"6772a0a230a2667d16c3620f000e1348";"delivered";"2017-04-20 20:42:44";"2017-04-20 20:55:09";"2017-04-25 08:23:08";"2017-05-11 13:07:46";"2017-05-25 00:00:00"
"e4de6d53ecff736bc68804b0b6e9f635";"9f6618c17568ac301465fe7ad056c674";"delivered";"2017-10-16 14:56:50";"2017-10-17 03:49:34";"2017-10-27 22:14:21";"2017-11-08 21:25:24";"2017-11-21 00:00:00"
"6b860b35691d486e45dc98e3514ec5f6";"fee181bf648906d1c57f84f216976286";"delivered";"2017-12-08 09:42:43";"2017-12-09 02:49:54";"2017-12-11 15:19:04";"2017-12-19 18:43:35";"2018-01-03 00:00:00"
"ec341c54a5ebf8ee0a67a8632aa7579b";"df9b032b2ad0fd6bf37dfb48e5f83845";"delivered";"2017-08-26 16:53:30";"2017-08-27 17:04:12";"2017-08-30 13:26:32";"2017-09-08 20:39:56";"2017-09-21 00:00:00"
"cadbb3657dac2dbbd5b84b12e7b78aad";"93ada7a24817edda9f4ab998fa823d16";"delivered";"2018-02-27 12:55:42";"2018-03-01 02:48:54";"2018-03-03 02:27:03";"2018-03-16 14:59:01";"2018-03-29 00:00:00"
"9defaf92cff22420e4e8ef7784815a55";"64fb950e760ec8b0db79154a1fa9c1bf";"delivered";"2018-05-11 13:10:51";"2018-05-11 13:36:50";"2018-05-16 14:43:00";"2018-05-21 16:09:55";"2018-06-05 00:00:00"
"20e0101b20700188cadb288126949685";"48558a50a7ba1aab61891936d2ca7681";"delivered";"2018-01-22 19:22:22";"2018-01-22 19:36:35";"2018-01-24 23:32:21";"2018-02-15 20:08:15";"2018-02-19 00:00:00"
"0e782c3705510e717d28907746cbda82";"3a897024068ed42a183de61d5727d866";"delivered";"2018-05-01 08:12:37";"2018-05-01 08:52:58";"2018-05-02 19:01:00";"2018-05-04 14:02:26";"2018-05-16 00:00:00"
"d3d6788577c9592da441752e8a1dd5e3";"8628fac2267e8c8804525da99c10ed0e";"delivered";"2017-09-19 22:17:15";"2017-09-20 07:55:14";"2017-09-22 17:23:09";"2017-10-10 18:43:53";"2017-10-13 00:00:00"
"86f21bf63784876b9fd6d35f46581d72";"332df68ccac2f2f7d9e11299188f8bce";"delivered";"2018-04-11 22:32:31";"2018-04-11 22:49:32";"2018-04-14 00:02:39";"2018-04-27 23:14:42";"2018-05-21 00:00:00"
"8447ff843b2616c50c0ced28ab1dae03";"e28dd4261bed9c7ba89ecaf411b88f7c";"delivered";"2017-12-20 23:45:07";"2017-12-22 02:37:45";"2017-12-23 13:10:45";"2018-01-09 18:14:02";"2018-01-22 00:00:00"
"f169bd689fb8b32ccd62df9050aebc0b";"82f0b75bb50fcb30711e5277e36b3983";"delivered";"2018-04-22 23:23:18";"2018-04-24 19:24:14";"2018-04-27 13:46:00";"2018-04-30 17:57:25";"2018-05-07 00:00:00"
"77e9941864fc840be8e4b1ba5347c0f7";"3135962ee745ef39b85576df7ddbaa99";"delivered";"2018-08-03 08:59:39";"2018-08-03 09:31:36";"2018-08-03 10:10:00";"2018-08-17 00:49:41";"2018-08-27 00:00:00"
"41bb5cee06dbf170878a9ef93ac7e7f5";"1833a0540067becaf59368fe4cd4303a";"delivered";"2018-05-14 08:35:33";"2018-05-14 08:52:24";"2018-05-16 14:46:00";"2018-05-18 14:48:38";"2018-06-08 00:00:00"
"6a0a8bfbbe700284feb0845d95e0867f";"68451b39b1314302c08c65a29f1140fc";"delivered";"2017-11-22 11:32:22";"2017-11-22 11:46:50";"2017-11-27 13:39:35";"2017-12-28 19:43:00";"2017-12-11 00:00:00"
"f7959f8385f34c4f645327465a1c9fc4";"0bf19317b1830a69e55b40710576aa7a";"delivered";"2017-03-30 07:50:33";"2017-03-30 08:05:08";"2017-03-30 10:55:54";"2017-04-10 02:59:52";"2017-04-26 00:00:00"
"23f553848a03aaab35bb3f9f87725125";"c622b892a190735ef81c0087973fa16d";"delivered";"2018-06-05 09:10:34";"2018-06-05 09:32:22";"2018-06-06 15:37:00";"2018-06-18 12:36:54";"2018-07-23 00:00:00"
"e3447938231fb6ba2fee0231b51eca59";"2c3642e1392097fb4af76a76fec16a46";"delivered";"2018-08-26 11:04:26";"2018-08-26 11:15:29";"2018-08-27 15:52:00";"2018-08-28 21:06:31";"2018-08-30 00:00:00"
"e346cd9299371b18c0b28e8e29a5e376";"fb9590a1e30e0ba8304ea73a31325797";"delivered";"2017-05-17 08:36:11";"2017-05-17 08:45:09";"2017-05-17 10:13:52";"2017-05-23 13:32:30";"2017-06-06 00:00:00"
"a5474c0071dd5d1074e12d417078bbd0";"ef15b3240b2083e0487762ee2978d2b8";"delivered";"2018-07-30 22:41:44";"2018-08-01 02:50:15";"2018-08-02 10:35:00";"2018-08-03 19:28:47";"2018-08-02 00:00:00"
"0760a852e4e9d89eb77bf631eaaf1c84";"d2a79636084590b7465af8ab374a8cf5";"invoiced";"2018-08-03 17:44:42";"2018-08-07 06:15:14";"";"";"2018-08-21 00:00:00"
"bb7c5cf4dff9994daeab7c8ee9d287aa";"9a4900710ff76d73cb3a0d152e73adf0";"delivered";"2018-03-01 22:14:26";"2018-03-02 22:08:51";"2018-03-05 17:32:31";"2018-03-09 14:48:21";"2018-03-26 00:00:00"
"66d03fb3c4b0f80b5db04ef9c260336d";"c39bde0d4030d5e31e654f0c20db9786";"delivered";"2018-02-06 21:09:10";"2018-02-06 21:29:40";"2018-02-07 17:13:05";"2018-02-16 20:24:42";"2018-03-07 00:00:00"
"a6cd683d4bd3b9b1f0aa37b27f8116d3";"48f239e15744ed5e7ffbafc6bb6e882b";"delivered";"2017-01-28 23:45:53";"2017-01-29 01:31:48";"2017-02-01 14:25:06";"2017-02-10 17:30:19";"2017-03-10 00:00:00"
"bfe42c22ecbf90bc9f35cf591270b6a7";"803ac05904124294f8767894d6da532b";"delivered";"2018-01-27 22:04:34";"2018-01-27 22:16:18";"2018-02-03 03:56:00";"2018-02-09 20:16:40";"2018-02-26 00:00:00"
"e1da8361c76cab67aa3588a1fbf1af54";"dd854e24b40e3bc2b306946dee252015";"delivered";"2017-07-01 15:42:32";"2017-07-04 04:10:19";"2017-07-04 14:52:46";"2017-07-12 20:17:57";"2017-07-25 00:00:00"
"af5b0604e113e1526593d505a26ef39d";"b896b244963dc7543d400ad82d6710e0";"delivered";"2017-09-27 12:07:22";"2017-09-27 12:26:02";"2017-09-29 22:25:42";"2017-09-30 17:13:01";"2017-10-16 00:00:00"
"9d531c565e28c3e0d756192f84d8731f";"d4faa220408c20e53595d2950f361f3b";"delivered";"2017-11-28 21:00:44";"2017-12-01 09:31:15";"2017-12-14 20:37:43";"2018-01-23 21:38:52";"2017-12-22 00:00:00"
"4da3bd761ca73d692ae0f5c252495546";"65ee4aa816cda8ad41e05c75e1cb691e";"delivered";"2018-02-01 12:31:21";"2018-02-01 12:54:33";"2018-02-02 00:39:31";"2018-02-02 16:12:53";"2018-02-19 00:00:00"
"80d817467dc3d0a4bb5ab8986c962b1f";"a4a2abd07b1cdd4902cf245cdfa1451d";"delivered";"2018-08-22 16:10:29";"2018-08-22 16:25:19";"2018-08-23 14:33:00";"2018-08-28 14:52:43";"2018-09-05 00:00:00"
"c75acba615d2db29345327974641467d";"2b47ff70d422cc3ada976dea40f48782";"delivered";"2018-07-06 23:36:15";"2018-07-07 10:10:09";"2018-07-10 14:25:00";"2018-07-13 17:18:42";"2018-08-10 00:00:00"
